symbol,name,factor_name,raw_value,normalized_value,weight,direction,weighted_score,factor_status,missing_policy,source,reason
159122,159122,momentum_120d,,,0.25,higher_better,,insufficient_coverage,skip,strategy_signal,coverage 0.0800 < required 0.2000
159122,159122,volatility_20d,0.0222459030964786,0.0,0.5,lower_better,0.0,used,skip,strategy_signal,ok
159122,159122,max_drawdown_60d,-0.1115241635687733,0.4450860793,0.2,higher_better,0.0890172159,used,skip,strategy_signal,ok
159122,159122,avg_amount_20,5665508.5,0.0170164301,0.15,higher_better,0.0025524645,used,skip,strategy_signal,ok
159122,159122,data_completeness,1.0,1.0,0.15,higher_better,0.15,used,skip,strategy_signal,ok
159122,159122,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,tracking_error_status=missing_benchmark
159122,159122,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,benchmark_status=missing_benchmark
159122,159122,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159122,159122,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159122,159122,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,discount_premium_status=source_unavailable
159123,159123,momentum_20d,0.1065420560747663,0.4289379404,0.3,higher_better,0.1286813821,used,skip,strategy_signal,ok
159123,159123,momentum_60d,0.0050933786078097,0.3487382408,0.45,higher_better,0.1569322083,used,skip,strategy_signal,ok
159123,159123,momentum_120d,,,0.25,higher_better,,insufficient_coverage,skip,strategy_signal,coverage 0.0800 < required 0.2000
159123,159123,volatility_20d,0.0115588343213108,0.7391968991,0.5,lower_better,0.3695984496,used,skip,strategy_signal,ok
159123,159123,max_drawdown_60d,-0.1686746987951808,0.1607205521,0.2,higher_better,0.0321441104,used,skip,strategy_signal,ok
159123,159123,avg_amount_20,8602615.0,0.0348697486,0.15,higher_better,0.0052304623,used,skip,strategy_signal,ok
159123,159123,data_completeness,0.8916666666666667,0.8907563025,0.15,higher_better,0.1336134454,used,skip,strategy_signal,ok
159123,159123,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,tracking_error_status=missing_benchmark
159123,159123,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,benchmark_status=missing_benchmark
159123,159123,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159123,159123,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159123,159123,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,discount_premium_status=source_unavailable
159125,港股通科技ETF招商,momentum_20d,,,0.3,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159125,港股通科技ETF招商,momentum_60d,,,0.45,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159125,港股通科技ETF招商,momentum_120d,,,0.25,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159125,港股通科技ETF招商,volatility_20d,,,0.5,lower_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159125,港股通科技ETF招商,max_drawdown_60d,,,0.2,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159125,港股通科技ETF招商,avg_amount_20,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159125,港股通科技ETF招商,data_completeness,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159125,港股通科技ETF招商,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,tracking_error_status=missing_etf_cache
159125,港股通科技ETF招商,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,benchmark_status=missing_benchmark
159125,港股通科技ETF招商,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159125,港股通科技ETF招商,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159125,港股通科技ETF招商,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,discount_premium_status=source_unavailable
159126,港股通50ETF南方,momentum_20d,,,0.3,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159126,港股通50ETF南方,momentum_60d,,,0.45,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159126,港股通50ETF南方,momentum_120d,,,0.25,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159126,港股通50ETF南方,volatility_20d,,,0.5,lower_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159126,港股通50ETF南方,max_drawdown_60d,,,0.2,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159126,港股通50ETF南方,avg_amount_20,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159126,港股通50ETF南方,data_completeness,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159126,港股通50ETF南方,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,tracking_error_status=missing_etf_cache
159126,港股通50ETF南方,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,benchmark_status=missing_benchmark
159126,港股通50ETF南方,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159126,港股通50ETF南方,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159126,港股通50ETF南方,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,discount_premium_status=source_unavailable
159127,港股通红利ETF南方,momentum_20d,,,0.3,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159127,港股通红利ETF南方,momentum_60d,,,0.45,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159127,港股通红利ETF南方,momentum_120d,,,0.25,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159127,港股通红利ETF南方,volatility_20d,,,0.5,lower_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159127,港股通红利ETF南方,max_drawdown_60d,,,0.2,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159127,港股通红利ETF南方,avg_amount_20,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159127,港股通红利ETF南方,data_completeness,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159127,港股通红利ETF南方,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,tracking_error_status=missing_etf_cache
159127,港股通红利ETF南方,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,benchmark_status=missing_benchmark
159127,港股通红利ETF南方,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159127,港股通红利ETF南方,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159127,港股通红利ETF南方,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,discount_premium_status=source_unavailable
159128,港股科技ETF天弘,momentum_20d,,,0.3,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159128,港股科技ETF天弘,momentum_60d,,,0.45,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159128,港股科技ETF天弘,momentum_120d,,,0.25,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159128,港股科技ETF天弘,volatility_20d,,,0.5,lower_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159128,港股科技ETF天弘,max_drawdown_60d,,,0.2,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159128,港股科技ETF天弘,avg_amount_20,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159128,港股科技ETF天弘,data_completeness,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159128,港股科技ETF天弘,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,tracking_error_status=missing_etf_cache
159128,港股科技ETF天弘,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,benchmark_status=missing_benchmark
159128,港股科技ETF天弘,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159128,港股科技ETF天弘,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159128,港股科技ETF天弘,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,discount_premium_status=source_unavailable
159129,159129,momentum_20d,0.0229396771452845,0.1811095863,0.3,higher_better,0.0543328759,used,skip,strategy_signal,ok
159129,159129,momentum_60d,0.0370370370370369,0.4466799858,0.45,higher_better,0.2010059936,used,skip,strategy_signal,ok
159129,159129,momentum_120d,,,0.25,higher_better,,insufficient_coverage,skip,strategy_signal,coverage 0.0800 < required 0.2000
159129,159129,volatility_20d,0.0155918689129805,0.4602423301,0.5,lower_better,0.2301211651,used,skip,strategy_signal,ok
159129,159129,max_drawdown_60d,-0.1464174454828659,0.2714665941,0.2,higher_better,0.0542933188,used,skip,strategy_signal,ok
159129,159129,avg_amount_20,46799718.15,0.2670523577,0.15,higher_better,0.0400578536,used,skip,strategy_signal,ok
159129,159129,data_completeness,0.9666666666666668,0.9663865546,0.15,higher_better,0.1449579832,used,skip,strategy_signal,ok
159129,159129,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,tracking_error_status=missing_benchmark
159129,159129,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,benchmark_status=missing_benchmark
159129,159129,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159129,159129,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159129,159129,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,discount_premium_status=source_unavailable
159130,恒生生物科技ETF鹏华,momentum_20d,,,0.3,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159130,恒生生物科技ETF鹏华,momentum_60d,,,0.45,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159130,恒生生物科技ETF鹏华,momentum_120d,,,0.25,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159130,恒生生物科技ETF鹏华,volatility_20d,,,0.5,lower_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159130,恒生生物科技ETF鹏华,max_drawdown_60d,,,0.2,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159130,恒生生物科技ETF鹏华,avg_amount_20,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159130,恒生生物科技ETF鹏华,data_completeness,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159130,恒生生物科技ETF鹏华,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,tracking_error_status=missing_etf_cache
159130,恒生生物科技ETF鹏华,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,benchmark_status=missing_benchmark
159130,恒生生物科技ETF鹏华,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159130,恒生生物科技ETF鹏华,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159130,恒生生物科技ETF鹏华,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,discount_premium_status=source_unavailable
159131,港股通信息技术ETF华宝,momentum_20d,,,0.3,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159131,港股通信息技术ETF华宝,momentum_60d,,,0.45,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159131,港股通信息技术ETF华宝,momentum_120d,,,0.25,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159131,港股通信息技术ETF华宝,volatility_20d,,,0.5,lower_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159131,港股通信息技术ETF华宝,max_drawdown_60d,,,0.2,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159131,港股通信息技术ETF华宝,avg_amount_20,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159131,港股通信息技术ETF华宝,data_completeness,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159131,港股通信息技术ETF华宝,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159131,港股通信息技术ETF华宝,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159131,港股通信息技术ETF华宝,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159131,港股通信息技术ETF华宝,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159131,港股通信息技术ETF华宝,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159132,恒生生物科技ETF富国,momentum_20d,,,0.3,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159132,恒生生物科技ETF富国,momentum_60d,,,0.45,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159132,恒生生物科技ETF富国,momentum_120d,,,0.25,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159132,恒生生物科技ETF富国,volatility_20d,,,0.5,lower_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159132,恒生生物科技ETF富国,max_drawdown_60d,,,0.2,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159132,恒生生物科技ETF富国,avg_amount_20,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159132,恒生生物科技ETF富国,data_completeness,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159132,恒生生物科技ETF富国,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159132,恒生生物科技ETF富国,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159132,恒生生物科技ETF富国,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159132,恒生生物科技ETF富国,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159132,恒生生物科技ETF富国,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159133,159133,momentum_20d,0.0214698596201485,0.1767525038,0.3,higher_better,0.0530257511,used,skip,strategy_signal,ok
159133,159133,momentum_60d,0.0368818105616093,0.4462040493,0.45,higher_better,0.2007918222,used,skip,strategy_signal,ok
159133,159133,momentum_120d,,,0.25,higher_better,,insufficient_coverage,skip,strategy_signal,coverage 0.0800 < required 0.2000
159133,159133,volatility_20d,0.0151286568212775,0.4922815121,0.5,lower_better,0.2461407561,used,skip,strategy_signal,ok
159133,159133,max_drawdown_60d,-0.1462121212121212,0.2724882318,0.2,higher_better,0.0544976464,used,skip,strategy_signal,ok
159133,159133,avg_amount_20,49679522.0,0.2845573598,0.15,higher_better,0.042683604,used,skip,strategy_signal,ok
159133,159133,data_completeness,0.9083333333333332,0.9075630252,0.15,higher_better,0.1361344538,used,skip,strategy_signal,ok
159133,159133,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159133,159133,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159133,159133,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159133,159133,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159133,159133,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159135,港股通科技ETF前海开源,momentum_20d,,,0.3,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159135,港股通科技ETF前海开源,momentum_60d,,,0.45,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159135,港股通科技ETF前海开源,momentum_120d,,,0.25,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159135,港股通科技ETF前海开源,volatility_20d,,,0.5,lower_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159135,港股通科技ETF前海开源,max_drawdown_60d,,,0.2,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159135,港股通科技ETF前海开源,avg_amount_20,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159135,港股通科技ETF前海开源,data_completeness,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159135,港股通科技ETF前海开源,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159135,港股通科技ETF前海开源,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159135,港股通科技ETF前海开源,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159135,港股通科技ETF前海开源,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159135,港股通科技ETF前海开源,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159136,159136,momentum_20d,0.0804020100502511,0.3514491815,0.3,higher_better,0.1054347545,used,skip,strategy_signal,ok
159136,159136,momentum_60d,0.0760760760760761,0.5663767205,0.45,higher_better,0.2548695242,used,skip,strategy_signal,ok
159136,159136,momentum_120d,,,0.25,higher_better,,insufficient_coverage,skip,strategy_signal,coverage 0.0800 < required 0.2000
159136,159136,volatility_20d,0.0077882277632117,1.0,0.5,lower_better,0.5,used,skip,strategy_signal,ok
159136,159136,max_drawdown_60d,-0.057899901864573,0.7119058281,0.2,higher_better,0.1423811656,used,skip,strategy_signal,ok
159136,159136,avg_amount_20,2882299.95,9.85863e-05,0.15,higher_better,1.47879e-05,used,skip,strategy_signal,ok
159136,159136,data_completeness,0.725,0.7226890756,0.15,higher_better,0.1084033613,used,skip,strategy_signal,ok
159136,159136,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159136,159136,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159136,159136,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159136,159136,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159136,159136,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159137,港股通医疗ETF华宝,momentum_20d,,,0.3,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159137,港股通医疗ETF华宝,momentum_60d,,,0.45,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159137,港股通医疗ETF华宝,momentum_120d,,,0.25,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159137,港股通医疗ETF华宝,volatility_20d,,,0.5,lower_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159137,港股通医疗ETF华宝,max_drawdown_60d,,,0.2,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159137,港股通医疗ETF华宝,avg_amount_20,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159137,港股通医疗ETF华宝,data_completeness,,,0.15,higher_better,,source_unavailable,skip,strategy_signal,source unavailable: strategy_signal
159137,港股通医疗ETF华宝,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159137,港股通医疗ETF华宝,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159137,港股通医疗ETF华宝,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159137,港股通医疗ETF华宝,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159137,港股通医疗ETF华宝,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159138,159138,momentum_20d,0.0766932270916334,0.3404549779,0.3,higher_better,0.1021364934,used,skip,strategy_signal,ok
159138,159138,momentum_60d,0.0246445497630332,0.4086836545,0.45,higher_better,0.1839076445,used,skip,strategy_signal,ok
159138,159138,momentum_120d,,,0.25,higher_better,,insufficient_coverage,skip,strategy_signal,coverage 0.0800 < required 0.2000
159138,159138,volatility_20d,0.0168681148939313,0.3719676973,0.5,lower_better,0.1859838487,used,skip,strategy_signal,ok
159138,159138,max_drawdown_60d,-0.1903083700440528,0.053077285,0.2,higher_better,0.010615457,used,skip,strategy_signal,ok
159138,159138,avg_amount_20,14126126.65,0.0684446336,0.15,higher_better,0.010266695,used,skip,strategy_signal,ok
159138,159138,data_completeness,0.6333333333333333,0.6302521008,0.15,higher_better,0.0945378151,used,skip,strategy_signal,ok
159138,159138,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159138,159138,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159138,159138,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159138,159138,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159138,159138,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159139,159139,momentum_20d,0.2957233848953593,0.9897413286,0.3,higher_better,0.2969223986,used,skip,strategy_signal,ok
159139,159139,momentum_60d,0.2108843537414966,0.9797094008,0.45,higher_better,0.4408692303,used,skip,strategy_signal,ok
159139,159139,momentum_120d,,,0.25,higher_better,,insufficient_coverage,skip,strategy_signal,coverage 0.0800 < required 0.2000
159139,159139,volatility_20d,0.0204255977096663,0.1259058144,0.5,lower_better,0.0629529072,used,skip,strategy_signal,ok
159139,159139,max_drawdown_60d,-0.1395744680851065,0.3055153894,0.2,higher_better,0.0611030779,used,skip,strategy_signal,ok
159139,159139,avg_amount_20,47277918.55,0.2699591178,0.15,higher_better,0.0404938677,used,skip,strategy_signal,ok
159139,159139,data_completeness,0.7583333333333333,0.756302521,0.15,higher_better,0.1134453782,used,skip,strategy_signal,ok
159139,159139,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159139,159139,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159139,159139,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159139,159139,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159139,159139,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159140,159140,momentum_20d,0.2991840435176791,1.0,0.3,higher_better,0.3,used,skip,strategy_signal,ok
159140,159140,momentum_60d,0.2175021240441801,1.0,0.45,higher_better,0.45,used,skip,strategy_signal,ok
159140,159140,momentum_120d,,,0.25,higher_better,,insufficient_coverage,skip,strategy_signal,coverage 0.0800 < required 0.2000
159140,159140,volatility_20d,0.0204330801024104,0.1253882766,0.5,lower_better,0.0626941383,used,skip,strategy_signal,ok
159140,159140,max_drawdown_60d,-0.1397121083827265,0.3048305287,0.2,higher_better,0.0609661057,used,skip,strategy_signal,ok
159140,159140,avg_amount_20,69269711.8,0.4036371068,0.15,higher_better,0.060545566,used,skip,strategy_signal,ok
159140,159140,data_completeness,0.7666666666666667,0.7647058824,0.15,higher_better,0.1147058824,used,skip,strategy_signal,ok
159140,159140,tracking_error,,,0.2,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159140,159140,relative_return_60d,,,0.2,higher_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
159140,159140,fund_size,,,0.1,higher_better,,disabled,skip,etf_metadata,factor disabled by config
159140,159140,management_fee,,,0.1,lower_better,,disabled,skip,etf_metadata,factor disabled by config
159140,159140,discount_premium,,,0.1,lower_better,,source_unavailable,skip,etf_metrics,source unavailable: etf_metrics
